Nome;indirizzo;latitudine;longitudine;id_scheda;descrizione breve;descrizione estesa;macro zona;zona;sotto categoria;civico;cap;città;provincia;note;accessibilità;telefono;email;sito;orari generici;orario Lunedì;orario Martedì;orario Mercoledì;orario Giovedì;orario Venerdì;orario Sabato;orario Domenica;geopoint
Farmacia del Pavaglione;Via dell’Archiginnasio, 2/a - 40124;44.49318;11.343651;1136;L’antica Spezieria della Morte, accanto all’omonimo Ospitale di fondazione trecentesca, divenne poi Farmacia del Pavaglione all’angolo tra l’attuale via De’ Musei e via dell’Archiginnasio.;L’antica Spezieria della Morte, accanto all’omonimo Ospitale di fondazione trecentesca, divenne poi Farmacia del Pavaglione all’angolo tra l’attuale via De’ Musei e via dell’Archiginnasio. Le insegne originali e i raffinati arredi in legno, lavorati con motivi decorativi ripresi da San Petronio, accolgono il cliente.;Bologna;;Luoghi di shopping;;;;BO;;;+39 051 221640;info@farmaciadelpavaglione.it;http://www.farmaciadelpavaglione.it/;"Da lunedì a venerdì 8:30-13, 15:30-19:30; sabato 10:30-13, 15:30-19:30, chiuso domenica";;;;;;;;44.49318, 11.343651
Ferdinando Veronesi e figli;Piazza Maggiore, 4/a - 40124;44.493656;11.343932;1138;Vetrine con frontoni in legno, fregi, decori e insegne di Ferdinando Veronesi e Figli. Fondata nel 1893 in via Orefici, si è trasferita nel 1922 nell’allora piazza Vittorio Emanuele.;Vetrine con frontoni in legno, fregi, decori e insegne di Ferdinando Veronesi e Figli. Fondata nel 1893 in via Orefici, si è trasferita nel 1922 nell’allora piazza Vittorio Emanuele. La ditta, di tradizione familiare, è specializzata nell’orologeria ginevrina d’altissima qualità e in prestigiosi marchi di gioielleria.;Bologna;Piazza Maggiore - Indipendenza;Luoghi di shopping;;;;BO;;;+39 051 224835;info@veronesi1893.it;http://www.ferdinandoveronesi.com;;"9:00-12:30 ; 16:00-19:30";"9:00-12:30 ; 16:00-19:30";"9:00-12:30 ; 16:00-19:30";"9:00-12:30 ; 16:00-19:30";"9:00-12:30 ; 16:00-19:30";"9:00-12:30 ; 16:00-19:30";;44.493656, 11.343932
Gilberto;Via Drapperie, 5 - 40124;44.493523;11.345169;1143;La drogheria e bottiglieria Gilberto di tradizione familiare dal 1905 propone vini e liquori, salse, sughi e aceto balsamico, cioccolate e dolciumi.;La drogheria e bottiglieria Gilberto di tradizione familiare dal 1905 propone vini e liquori, salse, sughi e aceto balsamico, cioccolate e dolciumi.;Bologna;Quadrilatero;Luoghi di shopping;;;;BO;;;+39 051 223925;gilberto1905@libero.it;http://www.drogheriagilberto.it;;08:30 - 19:30;08:30 - 19:30;08:30 - 19:30;08:30 - 19:30;08:30 - 19:30;09:00 - 19:30;;44.493523, 11.345169
Lange;Via Caprarie, 1/c - 40124;44.493874;11.345585;1146;Boutique di abbigliamento per donna Lange, con arredi su misura realizzati negli anni ‘70.;Boutique di abbigliamento per donna Lange, con arredi su misura realizzati negli anni ‘70.;Bologna;Quadrilatero;Luoghi di shopping;;;;BO;;;+39 051 235132;;;;;;;;;;;44.493874, 11.345585
Panificio Priori;Via Clavature, 22 - 40124;44.493008;11.345935;1162;Dal 1920 il negozio di pane e pasta mantiene l’insegna del Panificio Priori di Nanni, e continua la tradizione con una ricca offerta di prodotti da forno tradizionali.;Dal 1920 il negozio di pane e pasta mantiene l’insegna del Panificio Priori di Nanni, e continua la tradizione con una ricca offerta di prodotti da forno tradizionali.;Bologna;;Luoghi di shopping;;;;BO;;;;;;;;;;;;;;44.493008, 11.345935
Rimondi;Via Castiglione, 5  - 40124;44.493322;11.343899;1170;Il tradizionale negozio di calzature Rimondi abbraccia l’angolo tra Castiglione e Clavature con un susseguirsi di vetrine illuminate da lampadari con cristalli.;Il tradizionale negozio di calzature Rimondi abbraccia l’angolo tra Castiglione e Clavature con un susseguirsi di vetrine illuminate da lampadari con cristalli. Raffaele Rimondi nel 1921 subentrò alla Libreria Circolante Brugnoli, di cui mantenne gli scaffali. Le vetrine, l’insegna, i lampadari e gli arredi minuti risalgono agli anni ‘20.;Bologna;;Luoghi di shopping;;;;BO;;;+39 051 233532;;;;;;;;;;;44.493322, 11.343899
Palazzo Pepoli. Museo della Storia di Bologna;via Castiglione 8 - 40124;44.492162;11.346374;1200;Cuore di Genus Bononiae, Palazzo Pepoli. Museo della Storia di Bologna è sede di un museo dedicato alla storia, alla cultura e alle trasformazioni di Bologna, dalla Felsina etrusca fino ai nostri giorni. Gratuito con Bologna Welcome Card;"Cuore di Genus Bononiae, Palazzo Pepoli. Museo della Storia di Bologna è sede di un museo dedicato alla storia, alla cultura e alle trasformazioni di Bologna, dalla Felsina etrusca fino ai nostri giorni.
La storia della città e dei suoi abitanti è raccontata attraverso una serie di nuclei espositivi costruiti intorno a episodi chiave, personaggi simbolici, aneddoti e temi trasversali, la cui presentazione avviene mediante una combinazione di oggetti, immagini ed elementi multimediali.
La progettazione e l’allestimento sono stati seguiti dall’architetto e designer di fama internazionale Mario Bellini e il progetto grafico è stato curato dall’architetto Italo Lupi, eccellenza della grafica italiana.
Dall’ottobre 2019, inoltre, il Consorzio Mortadella Bologna ha inaugurato, in collaborazione con Genus Bononiae, un’ala del Museo interamente dedicata alla Mortadella Bologna.
Il museo Palazzo Pepoli. Museo della Storia di Bologna fa parte del circuito della Bologna Welcome Card. Per i possessori della Card l'accesso è gratuito.";Bologna;Quadrilatero;Musei e Collezioni;;;;BO;;"Disabilità uditive
L’ingresso non presenta problemi per i disabili uditivi.
L’accesso e la visita in autonomia sono agevolati da pannelli introduttivi.
Il tema del museo è unico, la storia di Bologna, e l’impianto descrittivo è cronologico; sono disponibili schede di sala che introducono l’esposizione, epoca per epoca, in lingua straniera, traducendo quanto esposto nei pannelli di sala. Si alternano modalità tradizionali di esposizione a percorsi innovativi che utilizzano una molteplicità di canali e codici.
Il linguaggio dei pannelli esplicativi richiede medie competenze linguistiche, la comprensione è supportata dall’utilizzo di grafiche e supporti visivi, accostamenti immagini, testo e installazioni che nel complesso rendono accessibile la fruizione del contenuto.
C’è la possibilità di approfondimento sul sito, dove si possono scaricare, la brochure, la mappa del museo, la descrizione del palazzo e del museo oltre ai programmi di eventi e visite didattiche.
Non sono previste modalità di comunicazione visiva in caso di allarme sia nei bagni che in ascensore.
Disabilità motoria e difficoltà di movimento
Il museo è sostanzialmente accessibile, le persone con ridotte capacità motorie potranno trovare difficoltà nella prima sala (Bologna Etrusca) dove è ricostruita una strada etrusca con pavimentazione molto irregolare, e per raggiungere il Teatro Virtuale dove è presente una rampa molto lunga con corrimano a destra; lo spazio interno al Teatro Virtuale è ridotto e potrebbe dare problemi per la visione alle persone in carrozzina.

Per maggiori informazioni consulta qui.";+39 051 19936370;msb@genusbononiae.it;http://www.genusbononiae.it;*Ultimo ingresso ore 18.FestivitàAperto ore 10-19 i giorni di 31/03, 01/04, 25/04, 01/05, 02/06Chiuso: lunedì non festivi, 24 dicembre;Chiuso;10-19;10-19;10-19;10-19;10-19;10-19;44.492162, 11.346374
Palazzo Ghisilieri;Via Ugo Bassi, 14- 40121;44.49563;11.337321;1217;Sulla facciata del Palazzo, una lapide ricorda che lì sorgevano le case medievali del giurista Rolandino de’ Romanzi, sepolto in una delle arche piramidali collocate nella vicina Piazza Malpighi.;Sulla facciata del Palazzo, una lapide ricorda che lì sorgevano le case medievali del giurista Rolandino de’ Romanzi, sepolto in una delle arche piramidali collocate nella vicina Piazza Malpighi. In seguito fu costruito il palazzo dalla famiglia Ghisilieri (XV) che nel XIX secolo passò di proprietà alla famiglia svizzera Brun, da cui prese nome l’Hotel Brun. Fu uno degli alberghi più raffinati della città fino alla Seconda Guerra Mondiale, quando fu gravemente colpito da un bombardamento aereo.;Bologna;;Torri, edifici storici;;;;BO;;;;;;;;;;;;;;44.49563, 11.337321
Via De' Giudei;Via De' Giudei - 40126;44.494935;11.346727;1250;Con la sua tranquillità e le viuzze appartate il ghetto è l’ideale per una riposante passeggiata, magari partendo da via de' Giudei, l’ingresso da Piazza di Porta Ravegnana.;Via de’ Giudei è una delle vie principali del Ghetto Ebraico da cui si può entrare da Porta Ravegnana.Il nome via de’ Giudei deriva dalla presenza di famiglie ebree ancora prima della creazione del ghetto. Negli anni Trenta le leggi razziali e il clima antisemita trasformarono via de’ Giudei in un’improbabile via delle Due Torri.;Bologna;Ghetto;Piazze, vie, monumenti;;;;BO;;;;;;;;;;;;;;44.494935, 11.346727
La Tarlatana;Via Canonica;44.4953721;11.3471614;1260;In via De’ Giudei all’ingresso dell’ex ghetto ebraico si affaccia il laboratorio d’incisione e stampa “La Tarlatana”.;All’ingresso dell’ex ghetto ebraico si affaccia il laboratorio d’incisione e stampa “La Tarlatana”. Daniela Collina, con un’esperienza ormai ventennale nelle tecniche dell’incisione, realizza preziose acqueforti e acquetinte in tirature limitate su carta pregiata, con stampe di tutti i formati: biglietti augurali, calendari, segnalibri. Su richiesta del cliente è possibile elaborare idee e progetti personalizzati. Lo studio dell’antico alfabeto, della lingua e delle tradizioni ebraiche sono fonte di ispirazione per molti soggetti e immagini originali e uniche.;Bologna;;Luoghi di shopping;1/b;40126;Bologna;BO;;;+39 051 237022;latarlatana@libero.it;http://www.latarlatana.it;Per gli orari visita il sito;;;;;;;;44.4953721, 11.3471614
Pekora Nera;Via dè Giudei, 3/C - 40126;44.494544;11.346566;1262;Una bottega artigianale dedicata alla realizzazione di borse in pelle e in tessuto, manufatti unici o in edizione limitata, oltre ad accessori e bijoux: orecchini, bracciali e collane realizzati con perle e altri materiali come legno e cuoio.;Una bottega artigianale dedicata alla realizzazione di borse in pelle e in tessuto, manufatti unici o in edizione limitata, oltre ad accessori e bijoux: orecchini, bracciali e collane realizzati con perle e altri materiali come legno e cuoio. Chiara Gardini propone inoltre una selezione di foulard, pashmine e guanti dedicati alla moda femminile.;Bologna;;Luoghi di shopping;;;;BO;;;+39 051 6486356;pekoranera.gardini@gmail.com;;dal martedì al sabato 10.30 - 19, chiuso domenica e lunedì;;;;;;;;44.494544, 11.346566
La Calzoleria Max e Gio;Via dell'Inferno, 22/A - 40126;44.496077;11.346792;1265;La lavorazione del cuoio e della pelle per fabbricare scarpe fatte a mano e su misura, partendo dal concetto che ‘ogni piede è unico’, questa è la filosofia che anima “La Calzoleria di Max e Gio”.;La lavorazione del cuoio e della pelle per fabbricare scarpe fatte a mano e su misura, partendo dal concetto che ‘ogni piede è unico’, questa è la filosofia che anima “La Calzoleria di Max e Gio”. Misurare, creare la forma, tagliare la pelle, montare la tomaia, cucire, rifinire e lucidare, la pratica sapiente dei due giovani maestri calzolai unisce la tradizione artigianale al loro inconfondibile stile sobrio.;Bologna;;Luoghi di shopping;;;;BO;;;+39  051 263856;info@maxegio.it;http://www.maxegio.it/;"Da lunedì a sabato 9:30-13, 15-19:30; chiuso domenica";;;;;;;;44.496077, 11.346792
CAR drde;Via Azzo Gardino, 14/a - 40122;44.500092;11.337911;1288;Galleria d'arte privata specializzata in arte contemporanea;CAR è uno spazio d'arte indipendente situato nella zona della Manifattura delle Arti di Bologna in un piccolo spazio progetto di arte contemporanea, con l'obiettivo di promuovere e sviluppare la pratica artistica contemporanea. In un anno ha presentato programmi espositivi prevalentemente focalizzati su una selezione di artisti emergenti internazionali. CAR si prefigge la creazione di uno spazio intimo in cui un artista può presentare una sola opera d'arte o un corpo coerente di opere, attraverso una serie di pratiche e mezzi di comunicazione. CAR cerca attivamente di collaborare con le altre parti interessate a perseguire lo sviluppo di progetti speciali, volte a favorire il flusso degli artisti in Italia e all'estero. CAR DRDE è un progetto in collaborazione con l'associazione di sviluppo MDA.;Bologna;;Gallerie d'Arte;;;;BO;;;+39 051 9925171;office@cardrde.com;http://www.cardrde.com;dal martedì al sabato 10:30 - 13:00 e 15 - 19:30 o su appuntamento;;;;;;;;44.500092, 11.337911
Spazio San Giorgio arte contemporanea;Via San Giorgio, 12/a- 40121;44.497111;11.341641;1291;Galleria d'arte privata specializzata in arte contemporanea;Spazio San Giorgio nasce a Febbraio 2011 come alternativa al concetto di classica galleria. Obiettivo e scopo del progetto è diffondere Arte Contemporanea nelle sue forme più attuali e innovative. La linea che proponiamo è il Neopop, per cui Street Art, Digital Painting, Illustrazione, Pittura, Scultura e Fotografia Digitale sono tra le forme artistiche che proponiamo attraverso l'organizzazione di Mostre, Eventi d'Arte e Workshop. L'attenzione ai contenuti, ai messaggi e all'aspetto comunicativo delle proposte ci ha permesso di portare gli artisti a contatto diretto con un ampio pubblico in ambienti selezionati diversi, dai più tradizionali ai più alternativi. Arte è Comunicazione, fare e proporre Arte significa comunicare, entrare in contatto e dialogare con il pubblico più vasto offrendo a tutti la possibilità di fruirne.;Bologna;;Musei e Collezioni;;;;BO;;Gradino in entrata;+39 334 1499233;info@spaziosangiorgio.it;http://www.spaziosangiorgio.it;su appuntamento;;;;;;;;44.497111, 11.341641
Palazzo Albergati;Via Saragozza, 28 - 40123;44.490002;11.334409;1317;Palazzo Albergati, edificato dall’omonima e importate famiglia bolognese, primeggia su via Saragozza con la sua imponente facciata che assunse la forma definitiva nel primo decennio del ‘600.;Sulle fondamenta di antichi edifici residenziali posti in Via Saragozza, a Bologna, a partire dal 28 aprile 1519, iniziò la costruzione dell’odierno Palazzo Albergati - edificato dall’omonima e importate famiglia bolognese - nato dal progetto architettonico attribuito a Baldassarre Peruzzi (o a Domenico da Varignana).In una posizione eccezionale rispetto agli altri, Palazzo Albergati primeggia sulla via del centro storico bolognese con la sua imponente facciata che assunse la forma definitiva nel primo decennio del ‘600, e vanta all’interno preziosi affreschi del ‘600/’700 tra i quali il Fregio di Bartolomeo Cesi raffigurante  le Storie di Annibale e alcuni scene della Seconda Guerra Punica.L’8 agosto 2008 Palazzo Albergati fu colpito da un incendio che ha portato ad iniziare una serie di restauri che hanno interessato in particolare alcuni appartamenti al pianterreno e al primo piano, col totale recupero di tutte le decorazioni pittoriche e i vari stucchi baroccheggianti a decorazione delle volte del Palazzo, che datano dal secolo XVII al XIX. Dettagli;Bologna;Saragozza - San Luca;Torri, edifici storici;;;;BO;;;+39 051 0301015;info@arthemisia.it;http://www.palazzoalbergati.com;"Tutti i giorni dalle 10.00 alle 20.00 in occasione di mostre.
(La biglietteria chiude un'ora prima)";;;;;;;;44.490002, 11.334409
